Codigo,Entidad,Tipo,Nombre Software,Versión,URL,Estado,Años conformidad,Fec.Solicitud,Nota.Solicitud,Fec.Conformidad,Informe Tec.,SICOES,Detalle
502,Servicio de Impuestos Nacionales,Renovación,Tenable.sc,Ultima,https://es-la.tenable.com/data-sheets/tenable-sc,INFORME EMITIDO,1,29/07/2020,SIN/PE/GG/GTIC/DST/NOT/151/2020,30/07/2020,ADSIB-UGS/IT/0181/2020,No se encontraron registros en el SICOES,
503,Servicio de Impuestos Nacionales,Renovación,Tenable.io Web App Scanning,Ultima,https://es-la.tenable.com/products/tenable-io/web-application-scanning,INFORME EMITIDO,1,29/07/2020,SIN/PE/GG/GTIC/DST/NOT/151/2020,30/07/2020,ADSIB-UGS/IT/0181/2020,No se encontraron registros en el SICOES,
504,Servicio de Impuestos Nacionales,Renovación,CyberArk PRIVILEGED ACCOUNT SECURITY SOLUTION,Ultima,https://www.cyberark.com/products/privileged-account-!!!%20security-solution/,INFORME EMITIDO,1,11/08/2020,SIN/PE/GG/GTIC/DST/NOT/162/2020,13/08/2020,ADSIB-UGS/IT/0201/2020,No se encontraron registros en el SICOES,
506,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,MANTENIMIENTO ANUAL DE LICENCIAS PARA EL BANCO DE DATOS PROSOURCE PETREL STUDIO TECHLOG,última,https://www.software.slb.com/,INFORME EMITIDO,1,14/10/2020,YPFB-PRS-GTIC N°257/2020,15/10/2020,ADSIB-UGS/IT/0275/2020,No se encontraron registros en el SICOES,
507,Servicio Nacional de Propiedad Intelectual,Adquisición,XG Firewall,v18,https://www.sophos.com/es-es/medialibrary/PDFs/factsheets/sophos-xg-firewall-reviewers-guide.pdf,EN ESPERA DE NOTA,3,,,,,,
509,Unidad de Análisis de Políticas Sociales y Económicas UDAPE,Renovación,ESET ENDPOINT SECURITY,6.6,https://www.eset.com/int/business/portfolio/,INFORME EMITIDO,1,20/07/2020,UDAPE/1377/DIN/014/2020,22/07/2020,ADSIB-UGS/IT/0177/2020,,
510,Banco Central de Bolivia,Renovación,Citrix Virtual Apps and Desktops,7.1912,https://www.citrix.com,INFORME EMITIDO,1,04/09/2020,BCB-GSIS-SII-CE-2020-8,07/09/2020,ADSIB-UGS/IT/0217/2020,No se encontraron registros en el SICOES,
511,"Miniserio de Obras Publicas, Servicios y Vivienda",Renovación,SonicWALL Analytics,n/c,https://www.sonicwall.com/es-mx/products/management-and-reporting/analytics/,INFORME EMITIDO,5,01/09/2020,MOPSV/DESP N°0533/2020,07/09/2020,ADSIB-UGS/IT/0213/2020,No se encontraron registros en el SICOES,
512,"Miniserio de Obras Publicas, Servicios y Vivienda",Renovación,Cisco Webex,s/n,https://www.webex.com/es/video-conferencing.html,INFORME EMITIDO,2,01/09/2020,MOPSV/DESP N°0533/2020,07/09/2020,ADSIB-UGS/IT/0213/2020,No se encontraron registros en el SICOES,
513,"Miniserio de Obras Publicas, Servicios y Vivienda",Renovación,SonicWall NSA 3600,s/n,https://www.sonicwall.com/products/firewalls/,INFORME EMITIDO,5,01/09/2020,MOPSV/DESP N°0533/2020,07/09/2020,ADSIB-UGS/IT/0213/2020,No se encontraron registros en el SICOES,
514,Autoridad de Supervisión del Sistema Financiero,Renovación,McAfee Complete Data Protection Advanced CDA,11.2,https://www.mcafee.com/enterprise/es-mx/products/complete-data-protection-advanced.html,INFORME EMITIDO,1,18/08/2020,ASFI/JTIC/R-92106/2020,24/08/2020,ADSIB-UGS/IT/0205/2020,No se encontraron registros en el SICOES,
515,Autoridad General de Impugnación Tributaria,Renovación,Renovación de Licencias UTM-IDP-Servicio anual de protección perimetral,9.703,https://www.sophos.com/en-us/products/next-gen-firewall.aspx,INFORME EMITIDO,1,29/09/2020,AGIT-1321/2020,05/10/2020,ADSIB-UGS/IT/0262/2020,No se encontraron registros en el SICOES,
516,Autoridad General de Impugnación Tributaria,Renovación,Renovacion Antivirus,10.3.3.304,https://latam.kaspersky.com,INFORME EMITIDO,1,29/09/2020,AGIT-1321/2020,05/10/2020,ADSIB-UGS/IT/0262/2020,No se encontraron registros en el SICOES,
517,Autoridad General de Impugnación Tributaria,Renovación,Servicio de video Conferencia WEB,1,https://www.gotomeeting.com/,INFORME EMITIDO,1,29/09/2020,AGIT-1321/2020,05/10/2020,ADSIB-UGS/IT/0262/2020,No se encontraron registros en el SICOES,
518,Servicio Geológico Minero,Renovación,ANTIVIRUS COORPORATIVO GDATA ENDPOINT PROTECTION ENTERPRICE GOBIERNO,14.13,https://www.gdata.es/empresas/endpoint-security,EN ESPERA DE NOTA,1,,,,,,
519,Servicio Geológico Minero,Renovación,SERVIDOR VPS CON SISTEMA OPERTATIVO LINUX DEBIAN 9 PARA PAGINA WEB INSTITUCION,DEBIAN 9,http://www.quotec-bo.net/quotec/,EN ESPERA DE NOTA,1,,,,,,
520,Servicio de Impuestos Nacionales,Renovación,Endpoint Security,ùltima,https://www.gartner.com/reviews/market/endpoint-protection-platforms,EN ESPERA DE NOTA,1,,,,,,
521,Autoridad General de Impugnación Tributaria,Suscripción,Suscripcion Analytics software Sonicwall,2.5.0.2,https://www.sonicwall.com/products/management-and-reporting/analytics/,INFORME EMITIDO,1,29/09/2020,AGIT-1321/2020,05/10/2020,ADSIB-UGS/IT/0262/2020,No se encontraron registros en el SICOES,
522,Autoridad General de Impugnación Tributaria,Suscripción,Office 365,AAA-10635,https://www.office.com/?omkt=es-mx,INFORME EMITIDO,1,29/09/2020,AGIT-1321/2020,05/10/2020,ADSIB-UGS/IT/0262/2020,No se encontraron registros en el SICOES,
523,"Miniserio de Obras Publicas, Servicios y Vivienda",Renovación,Antivirus GDATA,s/n,https://www.gdata.es/,INFORME EMITIDO,3,01/09/2020,MOPSV/DESP N°0533/2020,07/09/2020,ADSIB-UGS/IT/0213/2020,No se encontraron registros en el SICOES,
524,Servicio de Impuestos Nacionales,Renovación,Endpoint Security,Ultima,https://www.gartner.com/reviews/market/endpoint-protection-platforms,INFORME EMITIDO,1,03/09/2020,SIN/PE/GG/GTIC/DIT/NOT/257/2020,07/09/2020,ADSIB-UGS/IT/0214/2020,No se encontraron registros en el SICOES,
525,Aduana Nacional,Renovación,Veeam,9,https://www.veeam.com/es-lat/backup-solution-pricing.html,INFORME EMITIDO,2,18/09/2020,AN-PREDC-C-1835,22/09/2020,ADSIB-UGS/IT/0238/2020,18-0283-00-868639-1-1,
527,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,T-NAVIGATOR,ultima,http://rfdyn.com,INFORME EMITIDO,1,28/01/2021,YPFB-PRS-GTIC-DSOC N° 17/2021,01/02/2021,ADSIB-UID/IT/0010/2021,,
528,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,TECHLOG,ultima,https://www.software.slb.com/products/techlog,EN ESPERA DE NOTA,2,,,,,,
529,Ministerio de Justicia y Transparencia Interinstitucional,Renovación,Endpoint Security for Business Select,Endpoint Security 11.1,https://www.kaspersky.com/small-to-medium-business-security/endpoint-select,INFORME EMITIDO,1,06/10/2020,MJTIC-DESP N°625/20,16/10/2020,ADSIB-UGS/IT/0276/2020,No se encontraron registros en el SICOES,
530,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,SOFTWARE PARADIGM: PLATAFORMAS SEISEARTH SKUA Y GEOLOG PARA,última,https://www.pdgm.com/products/,INFORME EMITIDO,2,29/12/2020,ADSIB/DE/1744/2020,31/12/2020,ADSIB-UID/IT/0164/2020,,
531,Servicio de Impuestos Nacionales,Renovación,Endpoint Security,ùltima,https://www.gartner.com/reviews/market/endpoint-protection-platforms,EN ESPERA DE NOTA,2,,,,,,
532,Aduana Nacional,Renovación,Vcenter Server 6 Standard VSAN 6 Enterprise Vsphere with Operations Management 6 enterprise Plus,6,https://www.vmware.com/latam.html,INFORME EMITIDO,2,18/09/2020,AN-PREDC-C-1836/2020,22/09/2020,ADSIB-UGS/IT/0239/2020,No se encontraron registros en el SICOES,
533,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,OILFIELD MANAGER,última,http://www.slb.com,INFORME EMITIDO,2,29/12/2020,ADSIB/DE/1744/2020,31/12/2021,ADSIB-UID/IT/0164/2020,,
534,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,KINGDOM,ultima,https://ihsmarkit.com/products/kingdom-seismic-geological-interpretation-software.html,EN ESPERA DE NOTA,2,,,,,,
536,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,ArcGIS,ultima,https://www.esri.com,INFORME EMITIDO,2,21/01/2021,ADSIB/DE/0179/2021,25/01/2021,ADSIB-UID/IT/0008/2021,,
537,MINISTERIO DE HIDROCARBUROS,Renovación,ANTIVIRUS KASPERSKY,ADVANCED (200) + SECURITY FOR MAIL SERVER (180),https://latam.kaspersky.com/small-to-medium-business-security/endpoint-advanced,INFORME EMITIDO,1,16/09/2020,MH 03782-DESP 01290/2020,16/09/2020,ADSIB-UGS/IT/0233/2020,No se encontraron registros en el SICOES,
538,Contraloria General del Estado,Renovación,VCenter Server 6 Standard,6 Standard,https://www.vmware.com/,INFORME EMITIDO,1,18/09/2020,CGE/GNAF/OF-167/2020,24/09/2020,ADSIB-UGS/IT/0242/2020,No se encontron registros en el SICOES,
539,Contraloria General del Estado,Renovación,VSphere 6 Standard,6 Standard,https://www.vmware.com/,INFORME EMITIDO,1,18/09/2020,CGE/GNAF/OF-167/2020,24/09/2020,ADSB-UGS/IT/0242/2020,No se encontraron registros en el SICOES,
54,Aduana Nacional,Soporte,ORACLE PREMIER SUPPORT,v. 10,https://www.oracle.com/support/index.html,ELABORANDO INFORME,1,20/11/2017,AN-PREDC-3316/2017,21/11/2017,ADSIB-UIS/IT/0051/2017,,
540,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,ANALISIS DE PRUEBA DE POZO KAPPA: SAPHIR TOPAZE RUBIS,última,https://www.kappaeng.com,INFORME EMITIDO,2,29/12/2020,ADSIB/DE/1736/2020,30/12/2020,ADSIB-UID/IT/0163/2020,,
541,Contraloria General del Estado,Renovación,Kaspersky Endpoint Security for Businnes,12.0.0.7734,https://latam.kaspersky.com/home-security,INFORME EMITIDO,1,18/09/2020,CGE/GNAF/OF-167/2020,24/09/2020,ADSIB-UGS/IT/0242/2020,CUCE 19-0680-00-1004127-0-E,
542,Servicio Plurinacional de la Mujer y de la Despatriarcalización Ana María Romero,Renovación,Sistema Operativo Windows,10 Profesional en Español,https://www.microsoft.com/es-es/windows,INFORME EMITIDO,1,15/09/2020,SEPMUD UAF EXT N°171/2020,15/09/2020,ADSIB-UGS/IT/0231/2020,,
543,Servicio Plurinacional de la Mujer y de la Despatriarcalización Ana María Romero,Renovación,Microsoft Office 2019,Profesional Plus,https://www.microsoft.com/es-ww/microsoft-365/get-started-with-office-2019,INFORME EMITIDO,1,15/09/2020,SEPMUD UAF EXT N°170/2020,15/09/2020,ADSIB-UGS/IT/0232/2020,,
544,Aduana Nacional,Soporte,ORACLE PREMIER SUPPORT,Hasta la última vigente en su plataforma,https://www.oracle.com/support/index.html,INFORME EMITIDO,1,01/10/2020,AN-PREDC-C-2003/2020,01/10/2020,ADSIB-UGS/IT/0260/2020,19-0283-00-1011264-0-E,
545,Autoridad de Fiscalización y Control de Pensiones y Seguros,Renovación,SQL Server 2019,Standar,https://www.microsoft.com/es-es/sql-server/sql-server-2019,INFORME EMITIDO,3,30/09/2020,APS-EXT.I.DPE/2798/2020,30/10/2020,ADSIB-UGS/IT/0288/2020,No se encontraron registros en el SICOES,
547,Registro Único para la Administración Tributaria Municipal,Soporte,EDB Postgres Advanced Server,12,http://www.enterprisedb.com,INFORME EMITIDO,1,13/10/2020,RUAT N°4033/2020,15/10/2020,ADSIB-UGS/IT/0274/2020,No se encontraron registros en el SICOES,
548,Registro Único para la Administración Tributaria Municipal,Suscripción,Kaspersky Endpoint Security for Business,SELECT,https://latam.kaspersky.com/small-to-medium-business-security/endpoint-select,INFORME EMITIDO,1,13/10/2020,RUAT N°4033/2020,15/10/2020,ADSIB-UGS/IT/0274/2020,No se encontraron registros en el SICOES,
55,Banco Central de Bolivia,Renovación,McAfee Web Gateway,7.7.2.4.0,https://www.mcafee.com/es/products/web-gateway.aspx,INFORME EMITIDO,2,,,22/11/2017,ADSIB-UIS/IT/0054/2017,,
550,Registro Único para la Administración Tributaria Municipal,Renovación,SAP BusinessObjects BI Edge Edition CS,4.1,https://support.sap.com/en/index.html,INFORME EMITIDO,1,13/10/2020,RUAT N°4033/2020,15/10/2020,ADSIB-UGS/IT/0274/2020,No se encontraron registros en el SICOES,
553,Registro Único para la Administración Tributaria Municipal,Soporte,Oracle Database Enterprise Edition,12.2.0.,http://www.oracle.com/technetwork/es/database/enterprise-edition/downloads/index.html,INFORME EMITIDO,1,06/11/2020,CITE RUAT N°4497/2020,13/11/2020,ADSIB-UGS/IT/0299/2020,,
554,Registro Único para la Administración Tributaria Municipal,Soporte,Oracle Diagnostics Management Pack,12.2.0.,http://www.oracle.com/technetwork/es/database/enterprise-edition/downloads/index.html,INFORME EMITIDO,1,06/11/2020,CITE RUAT N°4497/2020,13/11/2020,ADSIB-UGS/IT/0299/2020,,
555,Registro Único para la Administración Tributaria Municipal,Soporte,Oracle Tunning Management Pack,12.2.0.,http://www.oracle.com/technetwork/es/database/enterprise-edition/downloads/index.html,INFORME EMITIDO,1,06/11/2020,CITE RUAT N°4497/2020,13/11/2020,ADSIB-UGS/IT/0299/2020,,
556,Registro Único para la Administración Tributaria Municipal,Soporte,Oracle Database Enterprise Edition.,12.2.0.,http://www.oracle.com/technetwork/es/database/enterprise-edition/downloads/index.html,INFORME EMITIDO,1,06/11/2020,CITE RUAT N°4497/2020,13/11/2020,ADSIB-UGS/IT/0299/2020,,
557,Servicio Estatal de Autonomías,Renovación,UNIFIED THREAT MANAGEMENT Gestión Unificada de Amenazas,12.1X46-D35.1,https://www.juniper.net/us/en/products-services/what-is/utm/,INFORME EMITIDO,1,10/12/2020,SEA-DE-CE-UA N°291/2020,17/12/2020,ADSIB-UIS/IT/0159/2020,,
558,Registro Único para la Administración Tributaria Municipal,Renovación,IBM Infosphere Guardium,11.2,https://www.ibm.com/support/knowledgecenter/SSMPHH!!!_11.2.0/com.ibm.guardium.doc/g112!!!_welcome.html,INFORME EMITIDO,1,16/11/2020,ADSIB/DE/1406/2020,08/12/2020,ADSIB-UID/IT/0157/2020,,
560,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,SANDBLAST,No aplica,https://www.checkpoint.com,INFORME EMITIDO,1,04/03/2021,ADSIB/DE/0508/2021,16/03/2021,ADSIB-UID/IT/0027/2021,,
561,FONDESIF,Renovación,LICENCIA PARA FIREWALL SOPHOS,FIREWALL XG SOPHOS,https://www.licenciasonline.com/bo/es/productos/sophos/xg-firewall?source=googleads&gclid=Cj0KCQiA48j9BRC-ARIsAMQu3WQYWrpgdD3JYLXxMbq2c2kPr-M8rStgS6oKVSI5-lvJ2vDI-z9X634aAswfEALw!!!_wcB,EN ESPERA DE NOTA,1,,,,,,
562,Autoridad de Fiscalización y Control de Pensiones y Seguros,Renovación,McAfee Complete EndPoint Protect Bussiness,10.7,https://www.mcafee.com,INFORME EMITIDO,3,20/11/2020,ADSIB/DE/1455/2020,10/12/2020,ADSIB-UID/IT/0158/2020,,
563,Autoridad de Fiscalización y Control de Pensiones y Seguros,Renovación,SOPHOS Módulos de protección o FullGuard,191720,https://www.sophos.com/,EN ESPERA DE NOTA,1,,,,,,
564,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,AVARPSYSTEM AVATECH,ultima,https://www.avatech-bo.com/site/Public/Products/Product/royalties-and-payment-system.html,INFORME EMITIDO,1,29/12/2021,ADSIB/DE/1736/2020,30/12/2020,ADSIB-UID/IT/0163/2020,,
565,Autoridad Jurisdiccional Administrativa Minera,Renovación,Dr.Web Enterprise Security Suite,11.1,https://www.drweb-av.es/?lng=es,INFORME EMITIDO,1,25/11/2020,ADSIB/DE/1489/2020,08/12/2020,ADSIB-UID/IT/0156/2020,,
566,Servicio Estatal de Autonomías,Renovación,KASPERSKY ENDPOINT SECURITY FOR BUSINESS-SELECT,10.0.3.407,https://www.kaspersky.com/small-to-medium-business-security/endpoint-select,INFORME EMITIDO,1,15/12/2020,SEA-DE-CE-UA N°298/2020,21/12/2020,ADSIB-UIS/IT/0162/2020,,
569,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,VALNAV,ultima,https://3esi-enersight.com/,INFORME EMITIDO,1,14/02/2021,ADSIB/DE/0393/2021,18/02/2021,ADSIB-UID/IT/0019/2021,,
57,Banco Central de Bolivia,Renovación,Antivirus Kaspersky Advanced Endpoint Security For Business,Advanced,https://latam.kaspersky.com/small-to-medium-business-security/endpoint-advanced,INFORME EMITIDO,2,20/11/2017,ADSIB/DE/0684/2017,22/11/2017,ADSIB-UIS/IT/0054/2017,,
570,Caja Bancaria Estatal de Salud,Renovación,G DATA EndpointProtection Enterprise v.14.2 Gobierno,EndpointProtection Enterprise v.14.2,https://www.gdata.es/empresas,INFORME EMITIDO,1,18/03/2021,ADSIB/DE/0577/2021,22/03/2021,ADSIB-UID/IT/0029/2021,,
574,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,RE-STUDIO,última,http://www.amarile.com/,INFORME EMITIDO,2,29/07/2021,ADSIB/DE/1360/2021,02/08/2021,ADSIB-UID/IT/0065/2021,,
576,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,ECOFILE,3.4.09,http://www.grupoeconat.com/bo/,INFORME EMITIDO,2,27/04/2021,ADSIB/DE/0798/2021,29/04/2021,ADSIB-UID/IT/0039/2021,,
577,Banco Central de Bolivia,Renovación,Citrix Virtual Apps and Desktops,7.1912 LTSR Cumulative Update 1,https://www.citrix.com/es-mx/products/citrix-virtual-apps-and-desktops/,EN ESPERA DE NOTA,2,,,,,,
58,Banco Central de Bolivia,Renovación,IBM Infosphere Guardium,10,http://www-03.ibm.com/software/products/es/ibm-guardium-data-protection-for-databases,INFORME EMITIDO,2,20/11/2017,ADSIB/DE/0684/2017,22/11/2017,ADSIB-UIS/IT/0054/2017,,
581,Registro Único para la Administración Tributaria Municipal,Soporte,DATA PROTECTOR Cell Manager Win HP Data Prot Stater Pack Windows LTU - B6961BA,A.10.60,https://h10057.www1.hp.com/ecomcat/hpcatalog/specs/provisioner/99/B6961BA.htm,INFORME EMITIDO,1,28/04/2021,ADSIB/DE/0812/2021,12/05/2021,ADSIB-UIS/IT/0052/2021,,
582,Registro Único para la Administración Tributaria Municipal,Soporte,DATA PROTECTOR On line ext Win HP Data Prot On-line Backup Windows LTU - B6965BA,A.10.60,https://h10057.www1.hp.com/ecomcat/hpcatalog/specs/provisioner/05/B6965BA.htm,INFORME EMITIDO,1,28/04/2021,ADSIB/DE/0812/2021,12/05/2021,ADSIB-UIS/IT/0052/2021,,
583,Registro Único para la Administración Tributaria Municipal,Soporte,DATA PROTECTOR one Drive UNIX HP Data Prot One Drv UNIX/NAS/SAN LTU - B6953AA,A.10.60,https://h10057.www1.hp.com/ecomcat/hpcatalog/specs/provisioner/05/B6953AA.htm,INFORME EMITIDO,1,26/04/2021,RUAT N° 2580/2021,12/05/2021,ADSIB-UIS/IT/0052/2021,,
584,Registro Único para la Administración Tributaria Municipal,Soporte,DATA PROTECTOR one Drive UNIX HP Data Prt drive ext UNIX/NAS/SAN E-LTU - B6953AAE,A.10.60,https://h10057.www1.hp.com/ecomcat/hpcatalog/specs/provisioner/99/B6953AAE.htm,INFORME EMITIDO,1,12/05/2021,RUAT N° 2580/2021,12/05/2021,ADSIB-UIS/IT/0052/2021,,
587,Registro Único para la Administración Tributaria Municipal,Suscripción,Adobe Robohelp,2021,https://www.adobe.com/products/robohelp.html,INFORME EMITIDO,1,27/04/2021,ADSIB/DE/0792/2021,27/04/2021,ADSIB-UID/IT/0038/2021,,
588,Registro Único para la Administración Tributaria Municipal,Suscripción,Adobe inDesign,16.1,https://helpx.adobe.com/es/indesign/release-notes.html,EN ESPERA DE NOTA,1,,,,,,
589,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,IPM PROSPER,11,https://www.petroleumexperts.com/,INFORME EMITIDO,2,16/09/2021,ADSIB/DE/1662/2021,17/09/2021,ADSIB-UID/IT/0092/2021,,
59,Banco Central de Bolivia,Renovación,TRIPWIRE ENTERPRISE - LOG CENTER,ENTERPRISE,https://www.tripwire.com/products/tripwire-enterprise/,INFORME EMITIDO,2,20/11/2017,ADSIB/DE/0684/2017,22/11/2017,ADSIB-UIS/IT/0054/2017,,
591,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,HYSYS,12,https://www.aspentech.com,INFORME EMITIDO,2,16/09/2021,ADSIB/DE/1662/2021,17/09/2021,ADSIB-UID/IT/0092/2021,,
593,Autoridad de Fiscalización de Electricidad y Tecnología Nuclear,Renovación,Trend Micro Smart Protection Complete,Complete version,https://www.trendmicro.es/media/ds/smart-protection-complete-datasheet-es.pdf,EN ESPERA DE NOTA,2,,,,,,
594,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,OFM,2019.2,https://www.slb.com,INFORME EMITIDO,2,16/09/2021,ADSIB/DE/1662/2021,17/09/2021,ADSIB-UID/IT/0092/2021,,
595,Servicio de Impuestos Nacionales,Renovación,Tenable Nessus Manager,8.14.0,https://www.tenable.com/sites/drupal.dmz.tenablesecurity.com/files/datasheets/NessusManager-(DS)-EsLa.pdf,INFORME EMITIDO,1,09/07/2021,ADSIB/DE/1261/2021,14/07/2021,ADSIB-UID/IT/0060/2021,,
596,Registro Único para la Administración Tributaria Municipal,Soporte,VMWARE vSphere sistema Operativo,6,https://www.vmware.com/latam/products/vsphere.html,EN ESPERA DE NOTA,1,,,,,,
597,Autoridad de Fiscalización y Control de Pensiones y Seguros,Renovación,Office,365 E5,https://www.office.com/,INFORME EMITIDO,1,24/05/2021,ADSIB/DE/0977/2021,26/05/2021,ADSIB-UID/IT/0041/2021,,
598,Registro Único para la Administración Tributaria Municipal,Soporte,FORTIANALYZER-VM,6.2.5,https://www.fortinet.com/content/dam/fortinet/assets/data-sheets/FortiAnalyzer.pdf,INFORME EMITIDO,1,02/06/2021,ADSIB/DE/1020/2021,08/06/2021,ADSIB-UIS/IT/0057/2021,,
599,INSTITUTO NACIONAL DE REFORMA AGRARIA,Renovación,G DATA BUSINESS,15,https://latam.gdatasoftware.com/empresas,EN ESPERA DE NOTA,1,,,,,,
60,Banco Central de Bolivia,Renovación,NESSUS,MANAGER,https://www.tenable.com/products/nessus-vulnerability-scanner/nessus-manager,INFORME EMITIDO,2,20/11/2017,BCB-GSIS-CE-2017-29,22/11/2017,ADSIB-UIS/IT/0054/2017,,
600,Autoridad de Fiscalización y Control de Pensiones y Seguros,Renovación,Sistema de Control de Asistencia,2,https://www.abacosltda.com,INFORME EMITIDO,1,28/06/2021,ADSIB/DE/1169/2021,01/07/2021,ADSIB-UID/IT/0049/2021,,
603,Autoridad de Supervisión del Sistema Financiero,Adquisición,Suite de Seguridad,1,https://www.trendmicro.com/es!!!!!!!_es/business/products/user-protection/sps/endpoint.html,INFORME EMITIDO,1,17/06/2021,ASFI/JTIC/R-111859/2021,23/06/2021,ADSIB-UIS/IT/0066/2021,,
604,Contraloria General del Estado,Renovación,VCenter Server 7 Standard,7 Standard,https://www.vmware.com/,INFORME EMITIDO,1,16/08/2021,CGE/GNAF/OF-228/2021,21/08/2021,ADSIB-UIS/IT/0094/2021,,
605,Contraloria General del Estado,Renovación,VSphere 7 Standard,7 Standard,https://www.vmware.com/,INFORME EMITIDO,1,16/08/2021,CGE/GNAF/OF-228/2021,21/08/2021,ADSIB-UIS/IT/0094/2021,,
606,Contraloria General del Estado,Renovación,Kaspersky Endpoint Security for Businnes,12.0.0.7734,https://latam.kaspersky.com/home-security,INFORME EMITIDO,1,16/08/2021,CGE/GNAF/OF-228/2021,21/08/2021,ADSIB-UIS/IT/0094/2021,,
607,INSTITUTO NACIONAL DE REFORMA AGRARIA,Adquisición,watchguard,m3770,https://www.computerweekly.com/news/2240048366/WatchGuard-enhances-enterprise-products,EN ESPERA DE NOTA,1,,,,,,
608,Autoridad de Supervisión del Sistema Financiero,Renovación,McAfee Complete Data Protection Advanced CDA,11.6,https://www.mcafee.com/enterprise/es-mx/products/complete-data-protection-advanced.html,INFORME EMITIDO,1,23/06/2021,ASFI/JTIC/R-116351/2021,25/06/2021,ADSIB-UIS/IT/0071/2021,,
609,Autoridad de Fiscalización de Electricidad y Tecnología Nuclear,Adquisición,HERRAMIENTA DE RESPALDOS DE INFORMACIÓN ACRONIS,Versión 2021,https://www.acronis.com/es-es/,EN ESPERA DE NOTA,1,,,,,,
610,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,HMI GÉNESIS 64 ICONICS,ultima,https://WWW.ICONICS.COM,INFORME EMITIDO,2,29/07/2021,ADSIB-UID/IT/0066/2021,29/07/2021,ADSIB-UID/IT/0066/2021,,
611,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,OPENKM,última,https://www.openkm.com/es/,INFORME EMITIDO,1,10/08/2021,YPFB/PRS/GTIC No 446/2021,13/08/2021,ADSIB-UIS/IT/0092/2021,,
612,Vicepresidencia del Estado Plurinacional,Adquisición,CHECK POINT HARMONY ENDPOINT ADVANCED,E85.00,https://www.checkpoint.com/harmony/advanced-endpoint-protection/,INFORME EMITIDO,1,29/06/2021,ADSIB/DE/1157/2021,29/06/2021,ADSIB-UIS/IT/0075/2021,,
613,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,PETROLEUM EXPERTS LIMITED,12.5,https://www.petex.com/,EN ESPERA DE NOTA,2,,,,,,
614,Yacimientos Petrolíferos Fiscales Bolivianos,Renovación,SOFTWARE IPM,12.5,https://www.petex.com/,INFORME EMITIDO,2,27/07/2021,ADSIB-UID/IT/0067/2021,27/07/2021,ADSIB-UID/IT/0067/2021,,
615,Registro Único para la Administración Tributaria Municipal,Soporte,Cisco Identity Services Engine ISE,2.7.0.356,https://www.cisco.com/c/en/us/products/security/identity-services-engine/index.html,INFORME EMITIDO,1,19/07/2021,ADSIB/DE/1282/2021,21/07/2021,ADSIB-UIS/IT/0087/2021,,
617,Aduana Nacional,Renovación,AutoCAD.,2021,https://www.autodesk.com,INFORME EMITIDO,1,10/09/2021,ADSIB/DE/1627/2021,13/09/2021,ADSIB-UID/IT/0091/2021,,
618,Unidad de Análisis de Políticas Sociales y Económicas,Adquisición,ESET Endpoint Antivirus,Versión 7 - Última,https://www.yanapti.com,INFORME EMITIDO,1,23/07/2021,ADSIB/DE/1320/2021,26/07/2021,ADSIB-UIS/IT/0089/2021,,
619,Servicio de Impuestos Nacionales,Adquisición,Antivirus Coorporativo,1 año,https://www.sicoes.gob.bo/portal/index.php,INFORME EMITIDO,1,12/08/2021,SIN/PE/GG/GTIC/DIT/NOT/202/2021,13/08/2021,ADSIB-UIS/IT/0091/2021,,
621,Yacimientos Petrolíferos Fiscales Bolivianos,Adquisición,SUITE PETREL: MODULO 1: Petrel Quantitative Interpretation QI. MODULO 2: WesternGeco Prestack Seismic Interpretation PSI.,última,https://connect.slb.com/Locations/Santa-Cruz-Bolivia.aspx,INFORME EMITIDO,2,01/09/2021,ADSIB/DE/1544/2021,03/09/2021,ADSIB-UID/IT/0085/2021,,
622,Instituto Nacional de Estadística,Renovación,ESET SECURE BUSSINES,8.1.2031,https://www.eset.com/es/empresas/secure-business/,INFORME EMITIDO,1,24/08/2021,INE-DGE-DICIE-N° 960/2021,26/08/2021,ADSIB-UIS/IT/0098/2021,,
623,Agencia Nacional de Hidrocarburos,Adquisición,Petrel Combined Core System,2020.2,https://www.software.slb.com/products/petrel,EN ESPERA DE NOTA,3,,,,,,
